DU145_NCI60	EKVX_NCI60	HCC2998_NCI60	HCT116_NCI60	HCT15_NCI60	HL60_NCI60	HOP62_NCI60	HOP92_NCI60	HS578T_NCI60	HT29_NCI60	IGROV1_NCI60	K562_NCI60	KM12_NCI60	LOXIMVI_NCI60	M14_NCI60	MALME3M_NCI60	MCF7_NCI60	MDAMB231_NCI60	MDAMB435_NCI60	MDAMB468_NCI60	MOLT4_NCI60	NCIADRES_NCI60	OVCAR3_NCI60	OVCAR4_NCI60	OVCAR5_NCI60	OVCAR8_NCI60	PC3_NCI60	RPMI8226_NCI60	RXF393_NCI60	SF268_NCI60	SF295_NCI60	SF539_NCI60	SKMEL2_NCI60	SKMEL28_NCI60	SKMEL5_NCI60	SKOV3_NCI60	SN12C_NCI60	SNB19_NCI60	SNB75_NCI60	SR_NCI60	SW620_NCI60	T47D_NCI60	TK10_NCI60	U031_NCI60	U251_NCI60	UACC257_NCI60	UACC62_NCI60
X7947.PIK3R4	6.723559807	6.789580036	7.056463444	6.830355173	6.788844311	6.818559159	6.876154797	6.903307714	6.677989726	6.977265791	6.657329999	6.699611971	6.602882671	7.174546855	7.180011354	6.912073933	6.620856486	6.732662011	7.379764693	6.960345148	6.916521387	6.720680516	6.996561328	6.729959594	6.196842944	6.883874582	6.853499768	7.087974712	6.311625011	6.779158673	6.9822779	6.93305325	6.97805759	7.087337049	7.116635469	6.840661788	6.752725602	6.631176906	6.847678241	6.884804457	6.755248079	6.967651841	6.563314524	6.95494039	6.687340385	6.848900174	7.234024079
X7953.S100A13	8.988651352	8.940071054	8.752943183	8.477601896	8.320577736	8.371104793	8.410461011	8.615897644	8.542744772	8.087599211	8.825466312	7.585534434	8.035824204	8.237762364	8.425056506	8.394189355	8.990368108	8.652119175	8.412182316	8.793585619	6.155052454	8.806494553	8.873886028	9.171563058	8.143279359	8.834812106	9.116557036	NA	8.814354908	8.636237387	8.639761975	8.616958675	8.945672817	8.728880519	8.772705255	9.181050612	8.61639829	8.706774795	8.809687985	6.249797053	8.464935309	8.791228564	8.863138852	8.523318079	8.866006177	8.72974042	8.794559758
X7965.PHB2	7.997584186	8.496357617	8.803043873	8.428236067	8.335872066	8.54310928	8.131337222	8.488948853	7.729741921	8.360889545	8.423749027	8.297197556	8.421381633	8.710939635	7.95320806	8.689698072	8.224136285	8.446614216	8.431734698	7.719804298	8.510108458	8.201261145	8.003853892	7.89069384	8.194460203	8.566320453	8.507571738	8.701683914	8.21579099	7.793086713	7.944563496	8.095502057	8.161007028	8.249617661	8.016283952	8.227381564	8.212777439	8.34704115	8.208202408	8.539287306	8.476725817	7.641205214	8.308052721	8.377065389	7.597992351	8.46123527	7.567823378
X7968.RAD9A	NA	6.498792943	6.427441435	6.148882155	6.321916701	5.980947457	6.116783045	6.449839842	6.105643449	6.125535153	6.311974639	6.551681406	6.574128065	6.132858209	6.347399939	5.537176505	6.62919198	5.997808644	6.386897091	6.232812889	6.746941663	5.958772168	6.484623354	6.391586438	6.377491931	NA	6.014555783	6.335108015	6.088489126	6.282222613	5.284127773	NA	6.116947898	5.617878827	6.034173461	6.269324098	5.209516912	6.224588964	5.689793808	5.425280186	6.280299271	6.66149054	6.396697617	5.582988572	6.123677131	6.087580131	6.256436015
X7971.CHP1	7.442265498	7.493649956	7.206469944	6.81907557	7.093655502	6.899413118	6.241673546	6.825862144	6.555876293	6.259983486	6.846655909	7.217166177	7.052583922	6.934913331	7.084646201	6.617940217	6.015155178	6.546306767	7.072943222	6.440918471	6.712677632	6.783800411	6.838951654	6.794787039	6.967674471	6.6214083	6.743175469	6.45963696	6.022231597	6.463512727	6.975139618	7.085995864	6.770163102	7.070466438	6.883800902	6.329159583	6.571331834	6.955727495	6.770406082	6.557746969	5.778794671	6.670325003	5.540857845	6.604468267	6.734964747	6.952871592	6.646022282
X7972.KIF2C	6.74322738	7.163909517	7.099778271	7.15917431	7.014572031	7.282925393	7.294954838	6.819440071	6.98212792	7.270255694	7.110096512	8.027963579	7.537758437	6.921193197	7.062786177	7.461997291	5.466474976	7.268606983	7.225222677	6.84585058	7.386908086	6.867751917	6.946613103	7.344591539	6.587340993	7.31213743	6.70368485	7.600422459	7.138143607	7.076671205	6.858438447	6.963861155	6.825099317	6.79599093	7.02507903	5.758283117	6.924957787	7.298464886	7.015635009	7.378936286	6.746282568	6.405226882	6.441163657	7.286613261	7.579533424	7.218965471	6.434268965
X7978.MGLL	7.80492807	6.692624217	6.801808735	6.754883366	5.574003916	5.856591116	5.830285903	6.499662314	7.638618247	6.787890224	6.761186358	5.708230005	5.98510172	6.536496633	5.324984101	7.076669893	5.866045072	6.695286429	6.385533605	5.235977791	NA	7.777946208	5.427556825	7.265364876	7.282728683	7.6400534	6.907495562	NA	7.952651667	6.171605892	6.603880922	7.963368835	6.901349827	7.026829278	6.134023831	7.894984842	7.490526201	NA	7.237323799	7.352726311	5.81904442	7.256935523	7.733761319	8.034794398	6.12422701	6.520224905	7.032112646
X7980.LYST	5.312749226	3.961339888	4.029152611	NA	3.465656015	6.308005452	5.757900465	5.836639545	6.177406732	3.698853818	5.222260598	NA	5.006814562	4.795047004	5.875048456	4.930121691	5.488353193	4.590440281	5.789599917	6.577087987	5.363164241	NA	NA	4.874079483	NA	5.055584503	NA	NA	6.313811948	5.608935429	5.736629245	4.337817027	5.951453505	6.502421671	6.101197579	4.734479955	4.412050503	5.709080822	6.133840527	4.752492794	4.588172773	NA	NA	4.992218019	5.71488703	6.454161	5.998356434
X7981.ATXN2	7.730579289	7.259230338	7.276100144	7.380521178	7.518733311	7.409226377	7.450213245	7.200204937	7.399770068	7.312004077	7.045642419	7.303283907	7.364216949	7.711064512	7.233754844	7.427096803	7.06791695	7.45352212	7.175338169	7.081707565	7.215047587	7.743077289	7.405437374	7.159859071	7.189675967	7.676749427	7.269762985	7.017086237	7.349085841	7.50751494	7.490941456	7.298994101	7.431518661	7.131327731	6.957233008	7.604190705	7.700730231	6.880710979	7.069068253	7.066311157	7.176298539	7.35747842	7.188607701	7.359250834	7.186905806	7.626322822	7.430002299
X7983.MTR	6.724495546	6.633476179	6.417757313	6.415359247	6.699965155	6.640728467	6.943220116	6.979563925	6.729181884	6.318659182	6.709886093	7.071053232	6.339870793	6.61573663	6.859894175	7.110229652	6.063427185	6.751589627	6.570531429	6.293893546	6.655324964	6.896216879	7.128237368	6.914122982	6.369994978	6.868182939	5.991478878	7.157495583	6.887805603	6.580925992	6.750511025	6.695534386	6.874055114	6.500627387	6.495164484	6.725142349	6.641944181	6.605941762	6.75953766	7.090955534	6.162054822	6.855507422	7.12205384	7.038245205	6.441834629	6.729165344	6.750702007
X7985.HSD17B10	7.879750934	8.617523574	8.436717161	8.145588233	8.408356785	8.459039974	8.439963321	8.624166093	7.744012291	8.159375657	8.475407579	8.524984112	8.383192761	7.896463671	8.061872325	8.030566287	8.106992056	8.046773844	8.260180104	8.30980872	8.432348987	7.765971941	8.454173834	8.27243144	7.872782281	8.160763953	8.632463259	8.934165584	8.376335802	7.700102525	7.556406275	8.1431398	8.316197692	8.262130329	8.157671862	8.438942998	8.11473885	8.238037279	8.402984127	8.569053316	8.521647962	8.184709588	8.238054824	7.983777189	7.875248615	8.135382599	7.877903771
X7987.SMAD5	6.637330694	6.289504105	6.476050232	6.722677474	6.885329958	6.453674093	6.777606035	6.479788618	6.725955004	6.769050401	6.630895725	6.752542344	7.168024193	8.386569606	6.782614207	6.656587937	6.743429908	6.800055594	7.181037911	6.489299707	6.502714801	6.549568995	6.734597704	6.543309394	6.589104526	6.912482524	6.901590234	6.5807982	6.599550259	6.729638389	6.912862966	6.7738664	6.8119626	6.50827532	6.507522798	6.807113377	6.6443973	6.766189207	6.711648894	6.840629222	6.600351675	6.587389676	6.529635554	6.704666455	6.599052494	6.698894625	6.605258237
X7990.BARD1	6.008291798	5.369357433	5.37569382	5.646131562	5.973699631	5.387432453	5.486865181	NA	NA	NA	5.682360215	5.403604681	5.737955862	5.589141954	5.254876864	5.529082613	5.789233091	5.291614548	5.732040558	5.517163883	5.801451043	NA	5.289377254	NA	5.346955922	NA	NA	5.908904783	NA	5.402054813	5.428827127	NA	5.510384883	5.394026563	4.999535395	NA	5.300123589	5.614001177	5.485584694	5.294737342	5.625411829	5.860412045	NA	5.445225239	5.816619018	5.494402496	5.390788274
X7996.PIP5K1A	7.073836371	7.071535616	6.203469625	6.696530741	6.792289235	5.938641767	6.882752597	6.915937074	7.080115638	6.043848262	7.126783829	6.357728924	6.209471732	7.121145708	6.54496146	6.992897566	7.191789257	6.789245966	6.943725985	6.391938425	6.359267263	7.165172328	6.542875562	6.89769424	6.373623305	7.422079622	6.416739854	6.87921031	6.973853308	7.274418258	6.84386593	7.380272733	6.605924525	6.971111349	6.697037195	6.970992597	7.25559592	6.910966429	7.075018851	6.931233107	6.161724454	6.787245095	6.931109334	6.975654286	7.112135408	6.558222555	6.581811311
X7997.TXN2	7.273965521	7.659648496	7.666335444	7.248590922	7.482404796	7.911927144	7.313550998	7.737557185	7.489652396	7.29091883	7.898915931	7.707205802	7.755288094	7.376256294	7.458502715	7.369356728	7.49425059	7.224993366	7.262355233	7.706136081	7.662701607	7.26171091	7.2798307	7.200033956	7.106216995	7.342281969	7.574358552	8.092888392	7.16194051	6.561566411	6.424217888	7.366202085	7.231663577	7.97731784	7.718884304	7.562570095	7.458006168	7.263586564	7.447788353	7.725418488	7.472570213	7.479265129	7.46455445	6.915884787	7.167797364	7.631481111	7.175224467
X7998.MAP3K3	6.594984476	NA	6.323383184	6.700586965	NA	NA	5.376737203	5.478214324	5.995750146	NA	6.51202443	NA	NA	NA	5.87496571	6.206185261	5.56247001	5.896805779	5.746893371	NA	5.462302289	NA	5.266232005	5.214803216	5.611228143	6.061114919	6.317449751	NA	5.461995657	6.368760728	5.264167811	NA	5.363743709	6.428232211	4.802688658	NA	6.359792654	6.498825783	5.330091454	6.333242029	NA	5.738286802	5.698574956	5.385003396	NA	NA	4.975695226
X8010.TSG101	7.748844732	7.544523592	7.575634467	7.785971955	7.73101791	7.525620127	7.782709703	7.695870476	7.802768732	7.747567847	7.750663452	7.58584664	7.76464093	7.793471988	7.854896286	7.63486007	7.78576645	7.732412571	7.766713119	7.721878093	7.171242916	7.736803632	7.912634495	7.711152602	7.907514478	7.737195611	7.729886974	7.442285515	7.811805379	7.78201132	7.62250889	7.76688117	7.757540421	7.713822964	7.665213246	7.972120985	7.687455596	7.707013589	7.59318448	7.273148802	7.782152374	7.76659443	7.794417674	7.722441948	7.789945777	7.641096804	7.752266811
X8012.CPNE1	8.233426365	8.096543384	7.617515612	7.64995582	7.438565713	7.788270656	7.936259323	7.884493557	8.250805292	8.133416791	5.712537809	7.327240264	7.732409241	8.326215749	8.101669721	8.133152222	7.671194966	8.449217573	8.312430571	7.992793973	8.343727267	8.205582806	8.174795283	5.91075799	7.908629688	7.89575541	7.776222966	7.873938274	8.101560024	8.059915271	7.097166009	8.163309614	8.315140361	8.35141613	7.318704367	8.249100087	8.430450572	7.969452155	7.990926283	7.910492544	7.966546965	8.132455868	8.284318987	7.631698433	7.973963357	7.897769887	8.296167467
X8014.MYD88	6.928177152	6.832029077	7.009725833	6.426206685	6.278778928	6.895651792	7.063167086	6.864166439	6.877845367	7.121591577	NA	6.767090832	7.01244439	6.015727925	6.918774107	6.81783388	7.058644888	7.160344778	7.067591013	7.093859062	7.167762336	6.488838043	6.794526073	6.871710392	7.08923211	6.656445789	7.064465875	6.821128653	6.590853848	7.207346451	6.849565266	6.860899428	7.00934353	7.033016157	6.816818236	5.625482537	7.13194088	7.250098324	7.224557806	7.14503528	7.015911544	6.97988516	6.947365981	7.115862934	7.284917993	6.906184126	6.250342525
X8019.PRMT1	8.439297553	8.403009448	8.623002891	8.708406581	8.758241649	8.585526833	8.446900748	8.439891673	8.483425521	8.67034799	8.548652285	8.439643264	8.567444381	8.605119878	8.448930769	8.434006922	8.60116074	8.445618341	8.275087749	8.393950718	8.607534976	8.496270414	8.632034287	8.556591235	8.413697617	8.448999284	8.657546466	8.357688006	8.420340859	8.619182313	8.669693854	8.479610517	8.397488446	8.496787539	8.406196266	8.148837861	8.503607604	8.616925095	8.30111228	8.36247642	8.495515299	8.275855651	8.419193852	8.445206111	8.554967525	8.578333213	8.608761557
X8028.DUSP9	5.578365478	NA	NA	6.568896488	5.901142738	6.257397438	6.980045114	NA	5.915369853	5.984078563	6.275395181	6.665296849	6.118824101	5.951854243	6.434718654	6.330160068	6.037573159	5.645916534	5.702743521	5.779367685	NA	5.892866635	6.108435785	6.469088068	5.952553532	6.043214388	6.22756721	6.53217032	5.959678685	5.672478248	NA	5.94484458	6.113715313	5.726386143	5.902002002	5.773815462	5.947221957	6.078414527	5.992602608	6.132687428	6.207731014	5.99601176	5.772362884	6.441768685	6.864389824	6.084389606	5.848972622
X8030.PKP2	5.701054524	7.055873007	7.501439224	6.789543773	7.715422371	4.493848721	5.9715416	5.904339181	NA	7.315143534	6.55172818	5.191256755	7.508065838	5.190613719	5.72657009	5.983021081	6.749294169	6.535549542	6.706078638	7.043399791	5.24562586	6.969666706	6.846407781	7.585753342	7.307300993	6.023871144	6.658100036	7.130636235	5.791346727	7.036129089	6.278051236	5.321162624	NA	6.097926364	5.30157191	7.53025608	6.251183953	6.54594294	6.41621843	5.981202297	7.317208202	6.673978971	6.691215665	6.545678355	6.789767764	6.230396686	5.866200151
X8034.CITED2	6.63166843	6.306071546	NA	5.724644862	5.969205423	6.975471661	6.290488242	5.799680454	6.587327181	NA	6.153353448	6.202093258	NA	5.965116773	NA	6.51115249	6.30752525	6.557671401	5.843017407	6.358764775	5.82247394	6.55899631	6.403744216	5.788920493	5.988453533	6.401722845	NA	6.855043685	NA	6.909450155	6.545671729	6.151386356	6.041590256	6.083937493	NA	6.061410936	6.353499441	NA	6.250975493	NA	NA	6.536419903	NA	6.922499481	6.20750577	NA	NA
X8038.VRK1	7.721088737	7.331113098	7.574818476	7.702529191	7.71269065	8.153084623	7.616591174	6.771103153	7.078436217	7.049445268	7.548107908	8.116130615	7.865162822	7.833076563	7.148474245	7.851984199	7.620230847	7.684186951	7.112590246	7.379931247	7.73949995	7.461917918	8.141501926	7.675144445	7.811376455	7.640181231	7.754093413	7.182733347	7.647524687	7.958687418	6.941304564	6.960955007	7.64727151	7.426537845	7.612558707	7.190175333	7.134094355	6.834238091	7.449450028	7.392917717	7.300966771	7.283699754	6.62053657	7.329758633	7.193397623	7.207613402	7.462856546
X8039.GDF15	7.12944005	6.607250923	6.074122299	7.356430539	7.178669687	8.060236209	5.195288497	7.476226631	NA	5.986501317	6.011454248	5.95382035	7.123338138	7.083337524	7.885955922	5.815654959	7.121688096	6.315802246	6.796006021	NA	NA	6.042232179	NA	7.176176865	6.385432603	6.099270355	8.019647023	6.436090861	NA	NA	7.030939216	6.358706029	6.809443239	8.08535229	8.394356896	7.806398747	NA	6.68624234	NA	6.769166055	6.595715731	6.958076818	6.669717737	7.710593234	6.895384416	8.50610004	8.341883835
X8041.AKAP9	6.20112545	6.384418636	5.862892525	6.566296012	6.828426292	6.317542156	6.493607063	6.77649514	6.639670642	6.600660842	6.249333808	6.454180125	6.674180511	6.543643601	6.539334259	6.660310693	7.069939399	6.642633243	6.737659218	6.651140668	6.287048937	6.484334898	6.847204431	6.952715654	6.503247486	6.519816009	6.832451859	6.721613873	7.101038533	6.734874012	6.989324638	6.041648588	6.764764774	7.022441742	6.798203051	6.679351162	6.364892605	7.026742985	6.886214827	6.738288059	6.871669377	6.458904406	6.508667093	6.585239024	6.826868803	6.813604935	6.713189006
X8047.ARPC5L	8.048686743	7.600901959	7.987088637	7.828187062	7.971357108	7.874838958	8.044432783	7.955918161	7.765485185	7.573697561	7.954581909	7.871174432	8.052426461	8.239347795	7.901878404	7.820542249	7.812556477	8.113062248	7.774101566	7.811097691	7.818996176	8.088231805	8.163912591	7.913781967	8.272799577	8.070942994	7.987851512	8.20604713	8.047153307	8.052269408	8.096345247	7.644883794	7.993869718	7.912917626	7.931010085	8.077354349	7.946643511	8.139310043	8.064090289	8.051133096	7.998458325	8.101315625	8.13334622	7.798388494	8.13190709	7.364977777	7.561385672
X8048.MICU1	6.139910244	6.188409028	6.911612963	5.63099666	5.702055671	6.357511136	5.760556325	6.910811683	6.174718899	5.87070562	6.937043139	5.654893056	6.542715794	5.94340545	5.091535889	5.997209114	5.752800644	6.031886373	NA	5.702268287	6.158872397	NA	5.784177557	6.040207399	5.976201109	6.29453427	6.669936354	5.345785095	NA	6.443469519	6.515136562	7.050339385	NA	5.95971962	5.328623886	6.541031352	6.425674496	6.15944605	6.258715143	6.524213983	6.043103665	NA	6.891108882	6.634107048	NA	NA	5.17281193
X8052.PAIP2	7.64492601	7.008829863	6.404254676	8.062194625	7.307348537	7.053366491	8.147093411	7.397706872	7.031698812	7.586805393	7.459220109	7.554397278	7.949317669	7.427325501	6.58784501	7.518647411	7.830229816	7.304071036	7.591411928	7.454394627	7.85084606	8.162742835	8.008447759	7.756826398	7.985597633	8.277735991	7.732988602	7.645096116	7.753933756	7.186275294	7.216817323	7.635240486	7.20734392	7.037389979	7.731006669	6.895580498	7.204037231	7.024661705	7.241697193	7.609104587	7.620321403	7.706223677	7.895085452	7.165761451	7.826939635	7.306459146	7.530100524
X8053.MAPKAP1	6.29563512	5.888365242	6.164984456	5.87899245	5.627565078	NA	NA	6.711059551	5.928217569	NA	5.733219013	5.571058436	5.767392771	6.018094659	5.148496287	6.367705455	6.010278263	6.672389898	6.315793757	5.883652154	5.941363742	5.946567931	6.098819176	5.650508458	6.327899143	5.861081006	6.464943007	5.855640728	5.995948657	6.399194466	6.26963927	6.00811914	5.244524089	NA	6.503591574	6.240970425	6.72025067	5.921728155	6.170200143	5.851381192	5.972326033	6.318074862	6.552269742	6.162692994	5.841195188	6.017853642	5.784283617
X8069.KLHDC3	NA	5.732443489	5.666246033	6.205641807	5.796446767	5.545345512	5.733263925	NA	5.598667423	5.636318863	6.001647181	5.58338598	6.188646641	5.756643695	5.512973393	6.314284964	6.224040361	6.303142063	6.261447549	5.753360432	5.540961473	NA	5.59974846	5.755203711	5.13584695	5.5725878	NA	5.87743714	NA	5.684506604	NA	6.208380767	5.933099538	NA	5.564612227	NA	5.571442199	5.414475153	5.564516273	5.857657347	5.922570088	5.962957362	NA	NA	5.204158633	5.927553569	NA
X8077.APOL2	7.00668727	6.964146203	6.339067019	6.266149095	7.151933838	6.719529241	6.95461915	6.969348276	7.33434247	6.90676189	7.146958812	6.726466725	6.880212895	6.750549227	7.670746411	7.433392831	6.414566979	6.869289033	7.561502915	7.077682072	7.212339334	7.127666849	6.636010741	7.37100443	7.805212237	6.56756859	6.38681701	7.420354066	7.706439003	7.146368444	7.733385601	7.77390568	7.16247044	8.044782704	7.889847744	8.04146982	7.19575866	7.266703397	8.012339763	7.872092856	6.61960449	6.69988594	6.815741651	7.64480766	7.581790751	7.5064623	7.439142681
X8079.MYBBP1A	7.794236073	7.473964848	7.57960426	7.556484085	7.798899425	7.50522171	7.543292345	7.692813589	7.823971962	7.652493595	7.694210568	7.652342735	7.469721755	7.659682154	8.00491312	7.81744248	7.636610561	7.498639706	7.925327024	7.468024629	7.33647942	7.880736167	7.538601478	7.277647453	7.414256738	7.792135666	7.567197895	7.569904935	7.534496959	7.674453179	7.587899635	7.297843652	7.449282165	7.633209769	7.571156196	6.819123711	7.352708875	7.652153351	7.230936439	7.352204837	7.52510823	6.946332494	7.454510862	7.513639582	7.86759173	7.714060583	7.992012825
X8086.LPIN3	5.78541641	5.792189516	6.079887047	5.449383942	4.952739864	NA	NA	6.179861899	6.1128962	NA	6.464405733	5.389628858	5.900590326	NA	NA	5.935182872	6.881337462	5.876586118	NA	5.471997735	NA	5.996660245	6.006921863	6.632865887	6.088864531	5.284069412	5.741320951	NA	6.350798968	NA	NA	5.21781052	5.041935756	5.597261503	6.190254628	4.93329598	6.387606743	5.196683953	NA	NA	5.347262645	6.554883367	6.216360528	6.166743154	5.338755098	5.352948857	NA
X8095.CORO1B	8.315493716	8.625253222	8.469601232	8.089469316	8.178066256	7.794469543	8.226291793	8.403272192	8.314762682	8.426365264	8.171624964	8.004476002	8.007725739	8.411454199	8.38502465	8.287464909	8.548301447	8.419386756	8.370447766	8.740259054	7.448086423	8.373756805	8.451908564	8.580330035	8.494438463	8.230911159	8.242821358	6.557691423	8.209572096	8.257752758	8.052450885	8.242773846	8.187919867	8.082495214	8.386701701	8.386065262	8.516529155	8.188662908	8.388835105	7.043127829	8.354906412	8.772113844	8.521899364	8.310837799	8.213542427	8.416625148	8.363206559
X8099.BUD13	6.719601373	6.142032928	6.520312889	6.753183442	6.935836363	6.730434791	6.384171491	6.009997175	6.376934841	6.940474618	6.734500665	6.612902344	6.911774764	6.868134294	6.41698371	6.472023354	6.41058944	6.939556381	6.662420863	6.961777435	7.131215955	6.83479222	6.23695446	6.551141696	6.552044393	6.643745302	6.570827966	6.949610681	6.368415119	7.538998519	6.591986212	6.637816566	6.286000458	5.741322481	6.222781662	6.750781734	6.765005153	6.683720782	6.488881062	6.831158912	7.014664952	6.781853077	5.389906557	6.644191151	6.544185057	6.466305989	6.428315604
X8107.LZTS2	5.959596112	6.031378692	5.919410074	6.183134732	5.85938192	5.397293731	5.407860227	5.606679488	5.617235883	6.145815238	6.101539193	6.114094508	5.568216888	4.643592535	6.402036352	6.229037508	6.560639774	6.051933686	6.16289565	NA	NA	6.260878759	6.453932598	5.05041668	5.704996313	5.706050935	5.729911228	5.615829953	6.214634664	5.543327026	5.513167422	5.800853391	6.036665901	5.740830783	5.973719158	5.550300205	6.098797681	5.405677913	5.788592672	NA	6.069353991	6.215246123	5.974866195	5.78243336	NA	5.897424695	5.864214101
X8113.PYGO2	6.544274948	6.669646356	6.795759013	6.847909225	6.867476516	6.305333542	6.650745157	5.782883028	6.709944427	6.740146206	6.495407287	6.336089922	6.634071958	6.498973801	6.750644433	6.640509242	7.053134449	6.844429865	6.556267629	6.912845702	6.535263696	6.75340648	6.845372526	6.830336499	6.561045915	6.49987419	6.846800407	6.770118027	6.702699314	6.857141843	6.852023519	6.787333434	6.603498644	6.279261326	6.313258153	6.829068726	6.83916368	7.058559031	6.760288425	6.51032782	6.907865684	7.174693295	6.796906043	6.447095637	6.939925571	6.504815763	NA
X8124.UQCC2	6.600101727	7.179462892	7.269974966	6.76112979	7.087531425	7.394452609	6.846053134	7.635727116	5.985328517	6.643613535	7.169959322	7.143855721	7.149857003	7.082601007	6.97184262	NA	6.694206954	7.045484034	6.999482274	6.46772945	7.25797712	6.378056402	7.14753551	5.823180882	6.808610875	7.162591079	7.489615276	7.387253982	5.979858887	6.250945495	5.888116124	6.598603202	6.518605886	7.030539605	6.316307962	7.204707997	6.907526587	6.821338738	6.456384864	7.155698443	7.036472058	6.588381602	7.003094533	6.736917287	6.599448232	7.135611649	6.392093383
X8135.TRIM56	7.090283851	7.185946797	6.897574586	6.829802261	6.810478444	6.815600358	6.842641622	7.248905388	6.989276121	7.071279619	6.689832262	7.041778595	6.961684837	7.057879744	7.005189125	6.962463784	7.278262566	7.087107959	7.077819377	7.125058041	7.089422338	6.444840726	6.930426859	7.126843136	7.191566963	6.38636759	7.723911657	6.971822513	6.882522647	7.747058194	7.079051926	7.096549723	6.962512689	7.051104236	7.104231483	6.865607217	6.758486539	7.225891979	7.099046362	7.127150947	7.086133255	6.914288105	6.945052599	7.006248637	7.025120195	6.991705658	6.616209651
X8136.CENPK	6.538248255	5.62073043	5.974560439	5.458431188	6.521092368	6.038842391	6.246239047	5.990429084	5.835691712	6.787097133	5.844027867	6.68511997	6.303228202	6.649475444	6.455991022	6.634595008	6.275800043	6.280023671	5.945025735	5.84772695	6.959317948	5.384977424	6.296680203	6.135013588	6.344192485	6.123208946	NA	6.335407618	6.71387554	5.635758969	5.845399292	NA	6.635326066	5.923033561	6.082383751	5.147370709	6.016976961	6.505042565	6.068770434	6.644166051	6.618584613	6.102617057	NA	6.219418374	5.979673272	5.457650207	5.446033393
X8151.TINF2	5.971206147	6.057394304	5.298063534	5.450083324	5.966347138	5.071006618	6.279201883	5.82821912	5.26115239	5.690820742	6.152794718	5.528903474	NA	6.166211922	5.056266701	5.594872826	6.562381983	6.182999595	6.378130609	NA	4.782891466	6.274152455	NA	5.655356862	5.268773903	5.831101771	NA	5.80710414	NA	6.011175156	NA	5.730528044	5.993290659	NA	NA	NA	6.717088275	6.834686687	6.819622255	5.755669725	5.241845319	5.415220157	NA	5.630913372	5.259114215	5.728539397	6.165387015
X8160.CCM2	5.710505651	5.980769541	6.32697201	5.935943989	6.188801781	6.39858228	5.76255475	6.915509408	6.115085005	5.594233834	NA	4.94030113	NA	NA	5.388386848	6.03551427	6.232307457	6.267786608	5.660664256	6.199999439	6.464603983	NA	5.55267771	6.550829084	6.463229457	4.920230637	NA	6.818431976	6.514339364	6.448102891	6.346232056	6.57383289	5.578748462	NA	5.632179877	5.779145329	6.240886663	6.518248937	6.642120915	6.496372495	5.942376852	6.135308387	6.20952639	6.462713706	6.251454	5.576594684	5.806259211
X8174.INPP5K	6.537154825	6.595421669	6.330725087	6.520738552	6.511111068	6.353406168	6.387494319	5.952211708	6.642542648	NA	6.322930759	5.838799161	6.116248402	6.712691565	6.74050029	6.782405338	6.555683848	6.463113993	6.251568215	6.582514788	6.469444441	6.760238545	6.766547975	6.593155272	6.551782119	6.698024038	6.214044176	4.991959439	6.058166934	6.536954584	6.583713456	6.543923921	6.599164633	6.453079854	6.581909059	NA	6.480090671	6.628976729	6.496332909	5.932688712	6.825537698	6.51996246	6.29699065	5.967255836	6.835244437	6.24658056	6.639374473
X8180.WAC	7.106278758	6.99543381	7.048378527	7.26860354	7.290569206	7.074714032	7.069513139	7.155344943	6.837695036	7.118709474	7.239709424	7.07665079	7.327807917	6.991213778	7.17690505	7.092467011	7.302889708	7.166105409	7.116001102	7.014411607	7.08132966	6.984507408	7.019948523	7.342053891	6.951977926	7.030308102	6.875180297	7.153355528	7.052162924	7.045546449	6.745262941	6.967729477	7.178650021	6.850041068	6.901543062	7.018239477	7.206743124	6.940529843	6.952698066	7.268289266	7.417654624	7.15334732	6.967881869	6.863703746	6.71013641	6.818805802	6.733278236
X8186.DCTN5	6.87904684	7.029725666	NA	6.862050255	6.310735518	7.244188041	6.975642545	6.775362218	7.033202642	6.519822777	7.434879206	6.928283995	6.056323665	7.273769862	7.41111211	6.280729991	7.323456607	6.948803927	7.430417189	7.091093433	6.963516025	6.51800112	7.311862296	7.242935804	6.747189284	6.592840962	6.363639628	6.801064446	6.719631021	6.988245996	6.869853734	6.963967666	7.315247744	6.916824975	7.282877845	6.979669774	7.054651225	6.496413202	6.963902353	6.811698482	6.5455623	7.064907246	6.644115908	6.784250953	6.921417329	6.428018573	6.452912033
X8198.PI4K2A	6.007582936	5.912920898	6.465844263	6.156659084	6.182048454	6.211881732	6.283372471	6.642583008	6.714712309	5.324231307	5.863802145	6.194289698	5.207626424	6.592007325	6.310186423	6.929612313	5.597227885	6.743560654	6.635610694	5.072307546	6.806297565	5.785153602	5.984826914	5.141508369	5.197886405	6.2338801	5.664509879	5.166897036	NA	6.7655202	6.240736049	6.644778049	6.539501038	6.521551436	6.376808322	5.618367327	6.214621698	6.402166312	7.186972587	6.505398238	5.988231226	6.058758359	NA	6.211529861	5.214391619	6.501574273	4.899717975
