DU145_NCI60	EKVX_NCI60	HCC2998_NCI60	HCT116_NCI60	HCT15_NCI60	HL60_NCI60	HOP62_NCI60	HOP92_NCI60	HS578T_NCI60	HT29_NCI60	IGROV1_NCI60	K562_NCI60	KM12_NCI60	LOXIMVI_NCI60	M14_NCI60	MALME3M_NCI60	MCF7_NCI60	MDAMB231_NCI60	MDAMB435_NCI60	MDAMB468_NCI60	MOLT4_NCI60	NCIADRES_NCI60	OVCAR3_NCI60	OVCAR4_NCI60	OVCAR5_NCI60	OVCAR8_NCI60	PC3_NCI60	RPMI8226_NCI60	RXF393_NCI60	SF268_NCI60	SF295_NCI60	SF539_NCI60	SKMEL2_NCI60	SKMEL28_NCI60	SKMEL5_NCI60	SKOV3_NCI60	SN12C_NCI60	SNB19_NCI60	SNB75_NCI60	SR_NCI60	SW620_NCI60	T47D_NCI60	TK10_NCI60	U031_NCI60	U251_NCI60	UACC257_NCI60	UACC62_NCI60
X1780.CLTA	8.995242883	8.73590017	8.795001824	8.761770394	8.72445364	8.86717984	8.958921892	9.053596819	8.899019705	8.81018063	8.885675364	8.679431458	8.791661227	8.55810738	8.611967642	8.800148882	8.572293167	8.93055668	8.435815479	8.641478065	8.621012475	8.763694002	8.890155345	8.372908064	8.65692567	8.640191882	8.775335507	8.626531859	8.560451057	8.665687378	8.963249444	9.094038585	8.988727782	8.974636118	8.969263213	9.04624196	8.633874475	8.890571376	8.914442656	8.3215971	8.62898937	8.802705177	8.977554566	8.770750881	8.954423362	8.831983045	8.818311291
X1785.CNP	7.219416683	7.493261766	7.454024627	6.832725297	7.029349055	7.782218466	6.911434265	6.973016872	6.793641907	7.518297456	7.315590057	7.205749459	6.995735068	7.399595306	7.92145909	7.103601916	7.119618864	7.52388209	7.516352118	7.11537206	7.626163976	6.073407507	6.588520243	6.895478226	7.076583543	6.659054111	7.191290213	7.163617766	6.757136938	6.811255096	7.179183079	7.43375676	8.153013788	7.670831068	7.780134822	7.149623075	7.313939783	7.593893545	7.853647046	7.627349187	7.309462023	6.736269897	7.425162968	6.946380909	7.355560744	8.237957078	7.945026406
X1787.HMOX1	6.345904865	6.942346242	6.458029242	NA	NA	5.845329107	6.215491883	NA	6.583569698	5.729467369	NA	NA	5.516339107	5.867573483	5.399718926	5.73211663	NA	5.467209525	6.052672569	5.725283936	4.847157641	NA	NA	NA	5.558514666	5.958572165	6.142391744	7.119192695	6.911296993	5.891943154	5.860776469	7.647140586	NA	7.241419923	7.262563581	5.778014102	6.63859563	6.40718512	6.480419584	6.789208868	NA	5.512972894	6.193399895	6.605368716	6.168889554	6.074486697	NA
X1790.DLD	7.926872113	8.465933259	8.61247457	7.960679039	7.910779529	8.120200216	7.76044364	8.535589025	7.902595637	7.981159496	8.197308664	8.41712887	8.094435883	8.127786099	7.979845856	7.857150232	8.430167321	7.989405884	8.029187975	8.272430509	8.189061891	7.411769142	7.904804018	8.280626992	7.736022874	7.76175456	8.408769077	8.467985891	7.878278228	7.701320349	7.562653005	7.869632586	7.900872186	8.12486557	8.102008694	7.932926131	7.67167454	8.076950337	7.900140936	8.374656517	8.109372235	7.682109444	7.988988847	8.108865336	7.589661424	8.080433212	7.585276754
X1791.HNRNPA1.HNRNPA1L2	9.608596035	9.511663176	9.524881111	9.644092703	9.641868364	9.432233653	9.55240411	9.566965668	9.550268419	9.473316256	9.615597385	9.556394304	9.720241598	9.52861813	9.463290803	9.561349791	9.608278108	9.465620578	9.492905103	9.461578466	9.590439842	9.685286063	9.5432376	9.502791355	9.432458085	9.689009176	9.444764421	9.586905602	9.580761003	9.656035536	9.562806115	9.466768342	9.494578654	9.391408099	9.39240381	9.624061614	9.486921584	9.562184201	9.431475129	9.596588502	9.642751647	9.465297094	9.531032687	9.567088029	9.529685099	9.413255042	9.441699262
X1793.CTSH	6.857128063	7.047716331	7.051077969	6.244237113	6.837989227	6.93833763	6.814400407	6.871039974	6.478620579	7.58786347	6.670963437	6.327435426	6.456859138	6.400347823	6.571936743	6.009739071	6.428717604	6.564904439	6.332312478	7.095070381	7.2520535	6.82774681	6.083625443	6.671431138	7.645652695	6.40035586	NA	NA	6.815351582	6.654964782	7.03388125	NA	7.090979006	7.631831157	6.704574865	6.946814797	5.959330231	6.746623007	6.697487829	7.672463755	6.170008971	6.716282595	7.941281437	6.715065478	6.358774779	7.504675939	NA
X1798.PARP1	8.081003853	7.886934768	8.119932224	8.145645732	7.997257039	8.364332145	7.799041735	8.346349898	7.67327693	7.95963724	8.282197855	8.307614675	7.989102715	8.157639477	7.92086386	8.218539852	7.834873078	8.07370843	8.234160243	7.977574549	7.875113685	7.990489932	7.976175871	7.798806511	7.619666165	8.262859557	8.591537785	8.541934388	7.993714365	8.055012592	7.993617676	7.799100069	8.180118084	8.301440354	8.142305487	7.944327599	8.166705581	8.141211603	8.011448292	8.392613549	8.09076786	7.985283849	8.198933018	7.947784182	8.000732967	8.32225972	8.210916872
X1799.POLA1	6.124937882	6.57974297	6.591842052	6.782894416	6.894247621	7.021990669	6.012065234	6.451021778	6.301207806	6.735036098	6.627821704	6.841907631	6.59556867	6.510518785	6.854332577	7.126832147	6.861912775	6.780760458	7.143749635	6.064905506	7.054031552	5.929687173	6.028961797	6.390507952	6.073818708	6.549890702	6.632321581	6.996396976	5.860681021	7.062325642	6.689263448	6.872026922	6.498649831	6.502908159	6.472791976	5.683887053	6.677005273	7.003305334	6.768172209	6.339003251	7.118622552	6.723034444	6.615279652	6.168627613	6.786718357	6.718023237	6.153720742
X1801.IFIT2	6.637281018	5.691682493	5.723193867	NA	6.129281783	NA	5.446165497	6.953530862	NA	6.689586503	6.341291505	NA	NA	7.594209838	5.647976582	5.329134473	5.585586719	7.576548295	6.145660304	6.099990895	6.357652405	NA	6.058291571	6.063500913	7.163274133	4.614807833	6.299377763	5.501310453	4.636895436	6.310294304	NA	NA	6.463936321	NA	NA	NA	6.615291327	NA	7.32332651	5.382337782	NA	6.190490586	6.259385284	6.523685441	5.491099405	NA	6.852717928
X1802.IFIT1	7.031318643	5.996247705	6.358602517	6.099974477	6.201620178	6.462369935	6.852427136	7.533600463	6.124681738	7.528284537	6.514180825	5.785280201	6.442597273	8.032328477	6.378870003	6.234539753	NA	7.901558865	6.657116536	6.574336786	6.407461429	6.023571534	5.557837108	5.808232746	7.642456031	5.828582878	6.827372259	5.77532621	7.201171741	6.933408757	7.024673279	6.19461671	6.745281272	5.833991665	5.373676618	6.154798372	6.941585569	5.922815949	8.442937948	7.182453756	NA	6.202568519	6.129411213	6.683941039	6.625164734	6.517843647	6.484264311
X1804.UCHL1	9.809329513	6.413277158	6.298293093	NA	5.717418159	7.807494084	9.609709395	5.591055997	NA	6.239227353	5.642064051	6.094093038	5.95075592	6.2021847	5.868042209	5.263031375	6.151966923	NA	6.419617995	6.465829292	5.693914865	9.677009701	9.532221801	8.933670334	NA	9.523259254	9.314429873	NA	9.243033924	9.427476332	9.521257768	7.588091004	6.273517481	7.374050494	6.345567376	6.176482384	9.541942905	9.691014144	8.334758932	NA	6.278515559	8.391020194	9.452871623	9.335213731	9.563034834	NA	6.48548164
X1806.ALDOC	8.306809116	8.381966732	8.37799214	8.453733177	7.978506481	8.377060472	8.068282145	8.237368594	8.150616183	8.2410011	8.407638704	8.429628203	8.500314277	8.309701705	8.263147762	8.512281346	8.627992023	8.13226397	8.216133332	7.951564083	8.124058361	8.23385514	8.268904355	8.51070763	8.446009275	7.974876535	8.146469365	8.432417453	8.436289605	8.198296173	8.425322272	8.211059028	8.230993686	8.406648839	8.047336422	8.45672598	8.188090553	8.231008148	8.252978204	8.382318309	8.00015811	8.34953145	8.139835815	8.134329326	8.272559343	8.386761011	8.571048391
X1814.PLA2G4B	NA	5.577722744	5.063792416	NA	NA	5.074714032	5.561080981	5.615066632	5.751879111	5.43387512	5.493625495	5.164385176	5.231620778	5.455420045	5.909320219	5.077427719	5.337256218	5.092796639	5.876557693	5.237723222	NA	NA	5.931865903	NA	6.19943673	5.186578629	5.760778442	NA	NA	4.851425931	5.610914697	NA	5.552466554	5.650868036	5.146662116	6.249893423	5.583938832	5.699762902	5.342183635	5.630120572	5.683844943	6.35045514	5.748618275	5.877090262	5.887651214	5.050607932	5.07567424
X1836.U2AF1	8.536575755	8.376648636	8.184422756	8.568321155	8.62240437	8.532789747	8.413978828	8.379689024	8.345598137	8.193036697	8.262514243	8.583797059	8.503511159	8.472175487	8.548213561	8.324669546	8.626617927	8.470517214	8.240608581	8.494488754	8.70071237	8.53246086	8.421304159	8.469745132	8.435188162	8.51767475	8.38630011	8.554761371	8.363763437	8.482284488	8.422600074	8.516899896	8.449946318	8.253335428	8.380878045	8.364106702	8.32254996	8.387968258	8.394131336	8.394776111	8.581638731	8.293578157	8.314553398	8.43436029	8.503379114	8.341698116	8.426332223
X1837.CBS	7.523184876	6.31402635	6.882263185	NA	NA	6.188086167	6.550864882	6.719446162	7.706104513	5.711467685	7.88181543	8.153048106	6.606289785	6.044504077	6.79234652	7.260215165	8.028902239	5.611835742	5.817192613	8.263370069	7.039258301	8.279360061	8.089514172	8.034713466	6.965586178	7.843948256	7.363733568	7.842995408	7.140980582	6.971448963	6.225695932	7.190993701	5.353204996	5.918442162	6.325763387	7.403880085	7.041102087	5.475525434	7.590325138	6.362150159	7.313370312	6.712870982	6.706219979	6.928619214	7.086832933	6.247238812	6.684417058
X1838.GLI3	NA	5.359781885	5.323914551	NA	5.437597879	NA	NA	5.675951701	5.070713448	5.587572372	4.632136832	5.428562866	4.660280372	5.796724546	5.184964059	5.648050354	NA	5.199480842	5.08133651	5.520988709	4.59627087	NA	5.756888739	5.571599773	5.796319324	4.683510977	6.678965823	NA	4.803365768	NA	6.178194501	4.817006117	5.134600139	4.81216874	4.625260623	NA	5.228182493	5.430669223	5.310796501	6.08851095	NA	4.621421694	NA	5.185890375	5.29573304	4.201360436	5.559414243
X1846.MYB	4.864955138	6.083105794	5.595824833	5.597677827	5.647351041	6.288095489	6.38354562	6.057892709	5.989842927	5.827704093	NA	6.20901649	6.224337314	5.565288714	6.020815839	5.449219077	5.874799635	5.679284625	NA	NA	7.506340486	5.032135291	6.061877163	5.786054084	5.853589432	5.651233594	5.266391262	5.928148743	5.833127516	6.203860712	5.715162011	6.072382941	6.100387944	NA	6.000450509	5.212953259	NA	5.597705389	5.152385374	6.052633395	5.616680356	NA	5.787881664	5.763274964	6.167921615	5.701071008	5.80227221
X1848.GAA	6.77285637	7.563113398	6.949535339	7.217058262	7.314243421	6.409888491	7.584092467	7.314605994	5.717144997	5.820691522	6.845743869	NA	6.957869594	6.103609142	6.711208029	NA	7.485997869	6.859693205	6.22726377	7.752465851	5.943450595	6.83992576	6.748771803	7.28500251	7.571968234	6.828113273	7.136123305	5.461253888	5.3772305	6.496681804	7.431165355	5.313588378	7.305145793	6.507966482	6.805046116	7.559874795	6.813540368	6.811068372	7.380395298	7.006829676	7.371342088	7.585804438	7.932479154	6.984816462	6.061268846	6.989572583	7.418425093
X1849.AR	6.113681328	6.412326756	5.161853674	5.740378223	5.512697491	NA	5.873469978	5.922066075	5.890177992	5.870577835	5.289261119	5.793063042	5.959878863	6.424691177	5.842545431	6.285544229	NA	5.027420789	NA	5.773842585	5.058711085	5.67108267	6.173416454	6.399976495	6.243214539	NA	6.358041851	5.768485865	NA	NA	5.784524725	NA	5.516806327	NA	5.274962981	6.176448862	6.222661093	6.110721004	5.856109025	5.882274484	5.823299076	5.957867617	6.158388973	5.928625498	6.077601615	6.360108584	NA
X1851.RRAS	6.533842161	6.913836093	6.588197154	5.762910002	5.719867549	NA	5.507009253	6.988012239	6.60371684	6.180110886	5.918503801	5.152523032	5.599145242	6.533990611	5.428065795	5.604439197	NA	6.183996632	NA	5.378807439	NA	5.94319246	5.405664523	5.242894808	6.075907514	5.607944928	6.24756024	5.480458974	6.033241701	5.582933283	6.326288651	6.438867071	NA	NA	NA	6.054452422	6.519289231	6.218632432	6.342064563	NA	NA	5.915350961	NA	NA	NA	NA	5.560640778
X1854.HLA.C	7.636161798	6.094667518	6.270798146	7.146277726	5.669240423	6.922638846	6.66597484	5.372079857	6.642488635	NA	6.854820111	NA	5.690350884	6.909593297	6.478481802	6.702933149	5.175899304	6.960403944	6.046051679	6.143182094	5.610134933	6.314475559	6.457688258	6.890578512	7.584891808	6.070112641	5.566986182	7.764036231	7.263357019	7.165802031	7.401667038	7.067415889	6.042539722	5.954545464	6.877076413	6.289837436	6.84503488	6.993868234	6.873611191	7.805172335	6.325516605	6.684306236	7.038110761	5.672158629	6.142810007	5.908822541	5.94481978
X1855.ARAF	5.998412296	6.743896697	6.195268966	6.218883593	6.358671244	6.917875843	5.783784992	6.520978991	5.946211104	6.720487423	6.636177533	6.829589786	6.553778017	6.010851076	6.443746328	6.996921406	6.733496456	6.947309812	6.901225108	6.429054145	6.471781871	6.192900075	5.988625433	6.656679157	6.35280267	6.199549838	6.965826434	6.650029619	5.994774147	6.863299206	6.808482271	6.520927254	6.028728259	6.550569864	6.520390396	6.453195255	6.963178037	6.810383999	6.869364696	6.734531118	6.911304858	7.107487701	6.179328318	6.151064552	6.680502033	6.67567972	6.417818815
X1863.TXN	9.585951478	9.252792254	9.343752133	9.334438084	9.47784902	9.070550466	9.426909045	9.379865316	9.350986343	8.937376255	9.27904093	9.041853922	9.682288198	9.359362089	9.336886896	9.067552843	9.267091284	9.458526041	8.887288279	9.227251995	9.162893275	9.402559739	9.327840851	9.225815548	9.425411651	9.492469704	9.317846644	9.267277859	9.509129317	9.290780895	9.376452862	9.344244831	9.3848422	9.255182444	9.442107225	9.402786569	9.06025717	9.483330721	9.504629324	9.620359234	9.415052017	9.317384506	9.554317763	9.4328279	9.435802572	8.911450505	8.926722213
X1866.CTSA	7.696006664	7.805253001	7.415628726	7.190845155	7.103086543	7.746689246	7.33240801	7.919648579	7.556666838	7.45292674	7.778636928	7.049802309	7.539191087	7.601465953	7.774722422	7.078661342	7.15029323	7.937844529	7.491397963	7.108851793	6.689675846	7.355165913	7.59625757	7.777495229	7.516262447	6.985676962	7.5622784	7.550414091	7.82137758	7.617267996	7.404523218	7.814859653	7.926955076	7.63897293	7.553345129	7.576949194	7.822174821	7.354157334	7.819959201	7.333089381	7.403711641	7.815670545	7.990392191	7.920480811	7.464995453	7.909527824	7.782989811
X1868.MAPT	6.676150822	6.551043298	NA	7.04673313	6.170758914	5.340689883	NA	6.064541348	NA	5.982896021	6.43224314	5.060070488	6.603926572	5.641472614	NA	NA	7.631150131	4.233657499	6.72652623	NA	4.372959875	6.859454188	7.164827911	NA	6.744823433	6.917685749	6.704919739	5.93431645	5.875516549	NA	5.803468547	NA	5.586767861	5.212513077	6.818611601	7.194248692	4.544063654	5.126996931	5.748810569	5.940379581	4.582498271	7.775325591	7.389683138	NA	4.570856778	6.150910269	6.776293827
X1873.PRKAR1A	8.224458408	7.96738662	7.724595513	8.288976231	8.065765287	7.999519479	8.207044076	7.740375536	8.259850677	7.513380112	7.625588518	7.573168876	7.511616884	7.932545466	8.545456574	7.864844375	7.942804094	8.13815377	8.331871206	8.312971776	8.23320283	8.232887053	7.517378213	8.191003689	8.249374848	8.001966949	8.323612709	7.948439283	7.990162964	8.50770491	8.590360981	8.350807861	7.988987956	8.664437803	8.6601515	8.119657304	8.149492858	8.316552623	8.328967847	7.997738721	8.126082258	8.214268098	8.329182391	8.135033143	8.227411093	8.433605124	8.107712496
X1876.UROS	6.704366177	6.857412078	6.168036512	6.997107698	7.08684906	6.955302539	7.114877091	6.44830352	6.037175486	7.133678372	6.42976207	7.184476231	NA	5.845478592	6.533705824	7.151040797	6.341467614	7.32147856	NA	6.570453134	7.235586391	6.04431513	6.401543226	6.759947749	6.696678061	6.465711219	6.040029524	6.24666162	6.2490349	NA	5.800807087	5.958126952	6.17279152	6.316395511	6.710111379	6.913142051	6.590383629	6.295001809	7.217661392	6.809948829	6.390238448	NA	7.019797293	6.090212305	6.038545869	NA	5.786359656
X1878.HSPD1	8.822710189	8.978530796	9.329697675	9.343500412	9.335924547	9.269856511	9.109697243	9.492876676	8.66723869	9.382799008	9.446973612	9.200031213	9.520532248	9.295560883	8.88112835	9.084503072	9.020323116	8.884806557	9.110367239	9.23302638	9.152465225	8.863077553	9.120780438	8.883691264	8.91435951	9.077995928	9.36551458	9.662833494	9.283558485	8.561656743	8.333810317	9.009655674	8.958659981	9.247746774	8.942777092	9.029899569	8.838872332	9.088765869	8.609752569	9.235016393	9.191445247	8.657200173	9.042002602	9.064833402	8.8927845	9.188780405	8.821582409
X1879.CLU	6.702617352	7.059332414	NA	6.431091163	7.060190185	NA	5.568770938	6.53454788	5.915374656	5.710960412	7.244238483	NA	7.021205116	NA	NA	6.760157489	7.604149661	6.37426132	6.425262626	6.930794129	NA	5.833193625	7.176458555	6.803031888	6.423920541	5.379589123	6.213274503	6.618126929	NA	6.110042401	6.812003753	5.826657815	6.612534396	6.534998566	6.452225186	6.500221813	6.397912111	6.148355626	6.425112143	8.32456554	5.925049868	7.208849231	7.55794103	6.251649012	6.987723728	6.40569827	NA
X1881.HSPA5	9.23424395	9.073105316	9.309049524	9.162450134	9.362850918	9.316312867	9.048322303	9.373334152	9.547173684	9.192123353	9.331555498	9.010629952	9.292715023	9.425695977	9.020519998	9.261964408	8.717510577	9.418044269	9.060937966	9.02972736	8.900382146	9.201897686	9.154929888	9.158566601	9.322963059	9.212544192	9.042831052	9.529266777	9.013871304	9.589142388	9.356957971	9.476879291	8.95085049	9.282013426	9.092913343	9.401111141	9.356003517	9.212861286	9.514241406	9.400191933	9.025444491	9.192851994	9.129265862	9.151741785	9.433382274	9.151383718	9.194230335
X1882.LAMC1	6.838419359	6.815907435	6.511553521	6.432177439	6.701739344	6.588179535	7.032751464	7.327388858	8.236919669	6.526065329	8.46010561	5.40424276	6.881690443	7.447029266	6.993569136	6.850279818	6.326119132	7.119249453	7.396109343	6.659604985	5.997432408	7.418528312	7.158981336	7.607945022	6.57144113	7.134922599	6.567033238	5.767172748	7.269856044	7.524287918	7.265080301	7.733038223	6.277551205	7.276667123	6.916655072	7.177620595	7.726627303	7.081166822	8.1305259	6.658988397	6.548754463	6.362910279	7.422492194	7.324688794	7.328508387	6.976369996	7.792091567
X1886.HSPA8	9.566366674	9.475410539	9.531662877	9.654023217	9.612598898	9.497691871	9.598664715	9.647051864	9.574020714	9.526241871	9.521972094	9.601665505	9.594907876	9.62638674	9.555250773	9.592274433	9.556063651	9.512119805	9.60397937	9.403117888	9.557533768	9.577368	9.590138179	9.584653555	9.517810876	9.562834467	9.429341808	9.547863036	9.529581782	9.591244752	9.646105251	9.618545603	9.568802352	9.633878171	9.600632437	9.488778778	9.459484307	9.534602209	9.492714175	9.59779956	9.481256392	9.648698674	9.432818052	9.599575995	9.536554565	9.519333463	9.524106193
X1887.SLC2A1	7.537514399	7.925336469	7.758683562	7.274946543	7.434737105	6.917713649	7.005598139	8.037011573	7.283322624	7.509343362	7.406704966	7.960588855	7.285013755	7.494405588	6.879616337	7.352025401	7.350666657	7.743293849	6.904817614	6.916886558	6.796510233	6.671278931	7.037261736	6.524139983	7.538714052	5.847649991	6.76282176	7.499685798	7.506518766	7.612163628	7.228597226	7.683852306	6.750193857	7.055349162	5.823183892	7.446478766	7.178924469	7.997057994	7.63390768	7.889887187	7.69240107	5.803621481	7.133720501	7.190728591	7.629701434	6.825611408	5.833210846
X1891.UMPS	7.78680937	7.694216402	7.954140308	8.10779183	7.988936819	8.007591415	7.849901999	7.967383333	7.874539214	8.072600969	7.832653199	7.853374526	8.010478833	7.968772634	7.874882948	7.823627198	8.085788625	7.706143491	8.096234469	7.882403829	7.995182981	8.072707346	8.580101505	8.280081644	7.947163444	7.920258582	7.772911233	7.952325288	7.632620354	7.705398524	7.880688363	8.032780318	8.107003658	7.903203387	7.99411517	7.849504999	7.655369103	7.682419124	7.651721583	7.935786867	7.77368719	8.073222284	7.952746989	7.992581552	7.825203655	7.829441624	7.981027555
X1893.PDHB	7.242644492	7.965837028	7.553892336	7.481718588	7.672113421	7.861517893	7.427421567	8.166913852	7.431062089	7.529652671	8.101903271	7.643866836	7.56802818	7.723744995	7.555863726	7.303077497	7.631478761	7.720929448	7.527379979	8.00488924	7.744728084	7.349296012	7.680816863	7.722176753	7.410490543	7.676112553	7.788425326	8.287294341	7.441155819	7.130956984	6.104630456	7.554389037	7.383861038	7.605346528	7.559333389	7.846190139	7.73862272	7.668881123	7.760818486	7.653579076	7.731927199	7.517418645	7.519834185	7.441922895	7.079920298	7.594846451	7.272341385
X1895.PYGB	8.071489234	8.336105151	7.896775951	7.948023371	7.556476895	8.203981975	8.276080872	8.287973966	8.326437257	8.720949876	8.455615985	6.846112525	9.008236659	7.790298936	8.685446932	7.701543375	7.854090851	8.391203554	8.964410113	8.257332363	7.869125616	8.211900963	8.137835867	8.146860249	8.312354475	8.091691895	8.589319631	7.528665819	8.103548205	8.33804529	8.16735928	8.049715429	8.878438558	9.047952497	9.139155247	8.850308465	7.95977171	8.513250257	8.925122201	8.005468367	8.164764502	7.995543013	8.307725119	8.152755659	8.755878216	8.799629226	8.813155539
